UTC_TX,Latitude_raw_TX,Latitude_dir_TX,Longitude_raw_TX,Longitude_dir_TX,speed_raw_TX,heading_raw_TX,seq_num_TX,UTC_RX,Latitude_raw_RX,Latitude_dir_RX,Longitude_raw_RX,Longitude_dir_RX,speed_raw_RX,heading_raw_RX,IPG,Latency,Distance_RXTX,UTC_RAW_GPS,diff
163124.00,4436.86442,N,01056.23504,E,21.143,22.17,473,163124.010723,4436.83571,N,01056.23362,E,15.283,342.31,499.978000,10.723000,53.208503,163124.30,289277
163124.80,4436.86874,N,01056.23784,E,21.456,26.49,475,163124.814407,4436.83864,N,01056.23239,E,16.123,343.53,803.684000,14.407000,55.807101,163125.00,185593
163125.30,4436.87139,N,01056.23984,E,21.896,29.32,476,163125.305325,4436.84042,N,01056.23172,E,16.714,345.54,490.918000,5.325000,57.447557,163125.40,94675
163125.90,4436.87450,N,01056.24254,E,22.125,32.76,477,163125.907363,4436.84570,N,01056.23038,E,18.353,353.85,602.038000,7.363000,53.499940,163126.50,592637
163126.40,4436.87701,N,01056.24502,E,22.086,36.53,478,163126.500335,4436.84622,N,01056.23031,E,18.651,354.30,592.972000,100.335000,57.234454,163126.60,99665
163126.90,4436.87944,N,01056.24775,E,22.534,39.61,479,163126.908371,4436.84835,N,01056.23018,E,19.245,358.53,408.036000,8.371000,57.861678,163127.00,91629
163127.50,4436.88227,N,01056.25133,E,23.187,43.25,480,163127.507346,4436.85170,N,01056.23036,E,20.488,4.09,598.975000,7.346000,57.007193,163127.60,92654
163128.00,4436.88459,N,01056.25449,E,23.591,44.75,481,163128.007425,4436.85458,N,01056.23091,E,21.085,10.24,500.079000,7.425000,56.070707,163128.10,92575
163128.50,4436.88695,N,01056.25773,E,23.913,44.57,482,163128.510786,4436.86029,N,01056.23304,E,21.399,18.79,503.361000,10.786000,49.967894,163129.10,589214
163129.00,4436.88934,N,01056.26102,E,24.237,44.55,483,163129.098310,4436.86085,N,01056.23332,E,21.327,19.46,587.524000,98.310000,53.458597,163129.20,101690
163129.60,4436.89224,N,01056.26504,E,24.654,44.99,484,163129.609508,4436.86364,N,01056.23488,E,22.002,22.81,511.198000,9.508000,53.780941,163129.70,90492
163130.10,4436.89468,N,01056.26843,E,24.920,44.98,485,163130.135293,4436.86872,N,01056.23833,E,23.095,27.67,525.785000,35.293000,48.962781,163130.60,464707
163130.60,4436.89711,N,01056.27187,E,25.039,45.25,486,163130.614371,4436.86929,N,01056.23877,E,23.233,28.57,479.078000,14.371000,52.518846,163130.70,85629
163131.10,4436.89954,N,01056.27536,E,25.123,45.92,487,163131.106454,4436.87385,N,01056.24266,E,24.304,33.53,492.083000,6.454000,48.624777,163131.50,393546
163131.60,4436.90200,N,01056.27889,E,25.335,45.28,488,163131.609382,4436.87555,N,01056.24431,E,24.936,35.56,502.928000,9.382000,50.120041,163131.80,190618
163132.10,4436.90444,N,01056.28248,E,25.644,46.37,489,163132.106443,4436.87776,N,01056.24665,E,25.230,38.07,497.061000,6.443000,50.616455,163132.20,93557
163132.60,4436.90694,N,01056.28608,E,26.176,45.56,490,163132.611447,4436.88213,N,01056.25182,E,26.006,41.35,505.004000,11.447000,47.130412,163133.00,388553
163133.10,4436.90943,N,01056.28970,E,25.744,46.13,491,163133.110327,4436.88321,N,01056.25318,E,26.114,42.03,498.880000,10.327000,49.829777,163133.20,89673
163133.60,4436.91193,N,01056.29332,E,26.102,45.91,492,163133.609395,4436.88694,N,01056.25810,E,26.436,43.52,499.068000,9.395000,47.520024,163133.90,290605
163134.10,4436.91446,N,01056.29698,E,26.574,45.90,493,163134.121760,4436.88852,N,01056.26026,E,26.612,44.55,512.365000,21.760000,49.337426,163134.20,78240
163134.60,4436.91704,N,01056.30075,E,27.152,46.49,494,163134.613762,4436.89173,N,01056.26471,E,27.489,44.85,492.002000,13.762000,48.153602,163134.80,186238
163135.10,4436.91965,N,01056.30463,E,27.870,46.75,495,163135.122350,4436.89449,N,01056.26859,E,28.512,45.25,508.588000,22.350000,47.882848,163135.30,177650
163135.50,4436.92179,N,01056.30780,E,28.157,46.84,496,163135.509369,4436.89618,N,01056.27098,E,29.182,45.24,387.019000,9.369000,48.748574,163135.60,90631
163136.40,4436.92672,N,01056.31516,E,29.401,46.74,498,163136.406494,4436.90206,N,01056.27925,E,30.187,44.50,897.125000,6.494000,46.971861,163136.60,193506
163136.90,4436.92957,N,01056.31936,E,30.009,46.46,499,163136.908350,4436.90445,N,01056.28268,E,30.986,45.95,501.856000,8.350000,47.855049,163137.00,91650
163137.30,4436.93189,N,01056.32278,E,30.458,46.41,500,163137.307439,4436.90937,N,01056.28973,E,32.287,45.84,399.089000,7.439000,42.913566,163137.80,492561
163137.70,4436.93425,N,01056.32624,E,30.931,46.19,501,163137.803468,4436.91001,N,01056.29065,E,32.780,45.71,496.029000,103.468000,46.192258,163137.90,96532
163138.10,4436.93665,N,01056.32974,E,31.281,46.26,502,163138.122340,4436.91389,N,01056.29621,E,33.507,45.70,318.872000,22.340000,43.379888,163138.50,377660
163138.90,4436.94154,N,01056.33680,E,31.781,45.86,504,163138.906368,4436.91782,N,01056.30185,E,34.019,45.81,784.028000,6.368000,45.210005,163139.10,193632
163139.50,4436.94524,N,01056.34213,E,31.986,45.60,505,163139.502453,4436.92106,N,01056.30656,E,33.586,45.96,596.085000,2.453000,46.082668,163139.60,97547
163140.30,4436.95021,N,01056.34929,E,32.213,45.96,507,163140.301488,4436.92627,N,01056.31419,E,34.326,46.10,799.035000,1.488000,45.617019,163140.40,98512
163141.20,4436.95581,N,01056.35742,E,32.566,46.40,509,163141.209305,4436.93443,N,01056.32601,E,35.898,45.88,907.817000,9.305000,40.743440,163141.60,390695
163142.10,4436.96145,N,01056.36574,E,33.276,46.87,511,163142.107408,4436.94445,N,01056.34042,E,38.012,45.63,898.103000,7.408000,32.420966,163143.00,892592
163142.50,4436.96400,N,01056.36956,E,33.540,47.05,512,163143.001248,4436.94519,N,01056.34148,E,37.985,45.75,893.840000,501.248000,35.877420,163143.10,98752
163143.70,4436.97186,N,01056.38139,E,35.312,46.97,515,163143.713350,4436.95117,N,01056.35008,E,38.934,45.79,712.102000,13.350000,39.493688,163143.90,186650
163144.10,4436.97456,N,01056.38544,E,35.681,46.92,516,163144.113363,4436.95422,N,01056.35445,E,39.518,45.76,400.013000,13.363000,38.840811,163144.30,186637
163145.00,4436.98072,N,01056.39464,E,36.386,46.88,518,163145.019413,4436.96526,N,01056.37032,E,41.408,45.95,906.050000,19.413000,29.578639,163145.70,680587
163145.70,4436.98563,N,01056.40191,E,37.102,46.46,520,163145.714384,4436.96606,N,01056.37147,E,41.459,45.73,694.971000,14.384000,37.416236,163145.80,85616
163146.10,4436.98846,N,01056.40612,E,37.295,46.72,521,163146.103422,4436.96929,N,01056.37617,E,42.103,46.17,389.038000,3.422000,36.661295,163146.20,96578
163147.30,4436.99712,N,01056.41898,E,38.225,46.46,525,163147.306436,4436.97913,N,01056.39055,E,42.518,46.29,1203.014000,6.436000,34.428857,163147.40,93564
163147.90,4437.00149,N,01056.42550,E,38.357,46.71,527,163147.908464,4436.98573,N,01056.40020,E,43.249,46.24,602.028000,8.464000,30.191048,163148.20,291536
163148.70,4437.00738,N,01056.43418,E,38.471,46.52,529,163148.705733,4436.99072,N,01056.40752,E,43.453,46.30,797.269000,5.733000,31.908658,163148.80,94267
163149.20,4437.01103,N,01056.43964,E,38.693,46.73,530,163149.213403,4436.99573,N,01056.41483,E,43.421,46.17,507.670000,13.403000,29.328902,163149.40,186597
163149.90,4437.01621,N,01056.44725,E,38.701,46.35,532,163149.907472,4437.00077,N,01056.42218,E,44.003,46.24,694.069000,7.472000,29.599802,163150.00,92528
163150.20,4437.01845,N,01056.45051,E,38.876,45.90,533,163150.209365,4437.00333,N,01056.42588,E,44.328,45.93,301.893000,9.365000,28.992490,163150.30,90635
163150.60,4437.02146,N,01056.45484,E,38.797,45.71,534,163150.612461,4437.00679,N,01056.43090,E,45.132,46.00,403.096000,12.461000,28.132948,163150.70,87539
163151.00,4437.02448,N,01056.45919,E,39.122,45.76,535,163151.013385,4437.01117,N,01056.43727,E,45.920,45.94,400.924000,13.385000,25.540394,163151.20,186615
163151.30,4437.02678,N,01056.46243,E,39.369,45.11,536,163151.311395,4437.01386,N,01056.44114,E,46.386,45.75,298.010000,11.395000,24.792983,163151.50,188605
163151.70,4437.02986,N,01056.46675,E,39.416,44.97,537,163151.709396,4437.01751,N,01056.44632,E,46.899,45.65,398.001000,9.396000,23.705390,163151.90,190604
163152.00,4437.03220,N,01056.46997,E,39.291,44.47,538,163152.013445,4437.01936,N,01056.44891,E,47.083,45.18,304.049000,13.445000,24.631771,163152.10,86555
163152.30,4437.03456,N,01056.47318,E,39.447,44.15,539,163152.308365,4437.02215,N,01056.45279,E,47.391,44.78,294.920000,8.365000,23.809624,163152.40,91635
163152.60,4437.03692,N,01056.47638,E,39.603,43.97,540,163152.607773,4437.02591,N,01056.45799,E,47.714,44.47,299.408000,7.773000,21.147252,163152.80,192227
163152.90,4437.03931,N,01056.47958,E,39.700,43.55,541,163152.903356,4437.02874,N,01056.46189,E,47.805,44.57,295.583000,3.356000,20.304899,163153.10,196644
163153.20,4437.04171,N,01056.48278,E,39.976,43.42,542,163153.210395,4437.03160,N,01056.46577,E,47.893,44.14,307.039000,10.395000,19.428400,163153.40,189605
163153.50,4437.04413,N,01056.48595,E,39.894,43.13,543,163153.508342,4437.03543,N,01056.47095,E,48.016,43.74,297.947000,8.342000,16.748084,163153.80,291658
163153.80,4437.04658,N,01056.48912,E,40.052,42.73,544,163153.809414,4437.03833,N,01056.47481,E,48.009,43.39,301.072000,9.414000,15.888837,163154.10,290586
163154.10,4437.04904,N,01056.49227,E,40.113,42.20,545,163154.118743,4437.03930,N,01056.47609,E,48.063,43.19,309.329000,18.743000,18.700870,163154.20,81257
163154.40,4437.05155,N,01056.49537,E,40.192,41.35,546,163154.408767,4437.04323,N,01056.48116,E,48.357,42.42,290.024000,8.767000,16.005568,163154.60,191233
163154.70,4437.05410,N,01056.49845,E,40.312,40.36,547,163154.704420,4437.04523,N,01056.48369,E,48.584,42.08,295.653000,4.420000,17.032447,163154.80,95580
163155.10,4437.05757,N,01056.50248,E,40.497,39.37,548,163155.106374,4437.04929,N,01056.48874,E,49.096,41.39,401.954000,6.374000,15.896484,163155.20,93626
163155.40,4437.06020,N,01056.50545,E,40.459,38.51,549,163155.412472,4437.05241,N,01056.49251,E,49.568,40.58,306.098000,12.472000,14.956780,163155.50,87528
163155.70,4437.06288,N,01056.50836,E,40.670,37.68,550,163155.702420,4437.05560,N,01056.49626,E,50.034,39.83,289.948000,2.420000,13.978142,163155.80,97580
163156.10,4437.06650,N,01056.51220,E,40.718,37.02,551,163156.105485,4437.06219,N,01056.50368,E,51.068,38.18,403.065000,5.485000,8.392013,163156.40,294515
163156.60,4437.07109,N,01056.51696,E,40.961,36.37,552,163156.610411,4437.06670,N,01056.50856,E,51.411,37.65,504.926000,10.411000,8.522376,163156.80,189589
163156.90,4437.07385,N,01056.51981,E,41.064,36.38,553,163156.906373,4437.07015,N,01056.51220,E,51.976,37.05,295.962000,6.373000,7.232186,163157.10,193627
163157.20,4437.07663,N,01056.52264,E,41.227,35.70,554,163157.206864,4437.07361,N,01056.51585,E,51.996,36.92,300.491000,6.864000,5.960897,163157.40,193136
163157.50,4437.07942,N,01056.52544,E,41.335,35.59,555,163157.504465,4437.07591,N,01056.51827,E,51.800,37.02,297.601000,4.465000,6.856084,163157.60,95535
163157.80,4437.08223,N,01056.52826,E,41.549,35.66,556,163157.809388,4437.07938,N,01056.52187,E,51.858,36.54,304.923000,9.388000,5.623497,163157.90,90612
163158.10,4437.08499,N,01056.53113,E,41.554,36.75,557,163158.108511,4437.08281,N,01056.52543,E,51.276,36.30,299.123000,8.511000,4.391763,163158.20,91489
163158.40,4437.08781,N,01056.53396,E,41.557,35.76,558,163158.405401,4437.08958,N,01056.53239,E,49.845,36.20,296.890000,5.401000,3.314364,163158.80,394599
163158.70,4437.09059,N,01056.53684,E,41.433,36.52,559,163158.801418,4437.09514,N,01056.53803,E,49.084,35.77,396.017000,101.418000,8.439942,163159.30,498582
163159.00,4437.09339,N,01056.53971,E,41.634,36.18,560,163159.304268,4437.09734,N,01056.54027,E,48.953,35.90,502.850000,304.268000,7.322287,163159.50,195732
163159.40,4437.09711,N,01056.54355,E,41.771,36.20,561,163159.496423,4437.09845,N,01056.54138,E,49.078,35.80,192.155000,96.423000,2.568423,163159.60,103577
163159.70,4437.09991,N,01056.54643,E,41.640,36.45,562,163159.704756,4437.10064,N,01056.54361,E,48.657,36.12,208.333000,4.756000,1.598757,163159.80,95244
163200.20,4437.10456,N,01056.55120,E,41.273,35.89,563,163200.209473,4437.10609,N,01056.54913,E,48.313,35.91,504.717000,9.473000,2.903608,163200.30,90527
163200.50,4437.10733,N,01056.55406,E,41.332,36.30,564,163200.505403,4437.11038,N,01056.55352,E,47.774,36.12,295.930000,5.403000,5.654762,163200.70,194597
163200.80,4437.11009,N,01056.55692,E,41.160,36.27,565,163200.812414,4437.11251,N,01056.55570,E,47.421,36.10,307.011000,12.414000,4.499980,163200.90,87586
163201.10,4437.11285,N,01056.55975,E,41.094,36.34,566,163201.107362,4437.11673,N,01056.56003,E,47.026,36.17,294.948000,7.362000,7.191103,163201.30,192638
163201.40,4437.11560,N,01056.56259,E,40.844,36.36,567,163201.413510,4437.11987,N,01056.56323,E,46.770,36.06,306.148000,13.510000,7.915734,163201.60,186490
163201.70,4437.11840,N,01056.56539,E,41.098,35.54,568,163201.712413,4437.12195,N,01056.56537,E,46.437,36.11,298.903000,12.413000,6.579036,163201.80,87587
163202.00,4437.12123,N,01056.56818,E,41.387,35.33,569,163202.017393,4437.12611,N,01056.56962,E,46.430,36.22,304.980000,17.393000,9.054310,163202.20,182607
163202.30,4437.12407,N,01056.57098,E,41.420,35.41,570,163202.312389,4437.12819,N,01056.57175,E,46.390,36.00,294.996000,12.389000,7.638927,163202.40,87611
163202.70,4437.12783,N,01056.57473,E,41.865,34.99,571,163202.711405,4437.13238,N,01056.57603,E,46.573,35.94,399.016000,11.405000,8.441422,163202.80,88595
163203.00,4437.13068,N,01056.57754,E,41.929,34.49,572,163203.011384,4437.13664,N,01056.58038,E,47.727,36.05,299.979000,11.384000,11.078630,163203.20,188616
163203.30,4437.13352,N,01056.58035,E,41.986,34.87,573,163203.310374,4437.13881,N,01056.58255,E,48.160,35.65,298.990000,10.374000,9.826185,163203.40,89626
163203.60,4437.13641,N,01056.58311,E,41.961,34.27,574,163203.614449,4437.14203,N,01056.58587,E,48.347,36.16,304.075000,14.449000,10.448575,163203.70,85551
163203.90,4437.13931,N,01056.58587,E,42.107,33.88,575,163203.909404,4437.14641,N,01056.59035,E,48.802,36.20,294.955000,9.404000,13.227476,163204.10,190596
163204.20,4437.14221,N,01056.58865,E,42.289,34.19,576,163204.212419,4437.14974,N,01056.59375,E,49.504,36.14,303.015000,12.419000,14.039743,163204.40,187581
163204.50,4437.14516,N,01056.59144,E,42.846,33.81,577,163204.506756,4437.15197,N,01056.59603,E,49.833,36.21,294.337000,6.756000,12.696558,163204.60,93244
163204.80,4437.14813,N,01056.59423,E,43.007,33.81,578,163204.812791,4437.15648,N,01056.60061,E,50.266,35.77,306.035000,12.791000,15.594173,163205.00,187209
163205.10,4437.15114,N,01056.59704,E,43.539,33.58,579,163205.120417,4437.15875,N,01056.60292,E,50.448,36.15,307.626000,20.417000,14.214629,163205.20,79583
163205.40,4437.15418,N,01056.59986,E,43.908,33.38,580,163205.414413,4437.16219,N,01056.60639,E,50.993,35.69,293.996000,14.413000,14.975000,163205.50,85587
163205.70,4437.15725,N,01056.60271,E,44.356,33.58,581,163205.714412,4437.16677,N,01056.61100,E,50.936,35.74,299.999000,14.412000,17.819752,163205.90,185588
163206.20,4437.16241,N,01056.60758,E,45.024,34.04,582,163206.217354,4437.17138,N,01056.61560,E,51.004,35.55,502.942000,17.354000,16.799232,163206.30,82646
163206.50,4437.16554,N,01056.61056,E,45.525,34.25,583,163206.508445,4437.17486,N,01056.61909,E,51.239,35.45,291.091000,8.445000,17.463401,163206.60,91555
163206.80,4437.16868,N,01056.61358,E,45.728,34.37,584,163206.814505,4437.17834,N,01056.62258,E,51.426,35.66,306.060000,14.505000,18.107616,163206.90,85495
163207.10,4437.17186,N,01056.61665,E,46.370,34.67,585,163207.108451,4437.18297,N,01056.62726,E,51.484,35.75,293.946000,8.451000,20.837522,163207.30,191549
163208.20,4437.18368,N,01056.62828,E,47.886,35.52,589,163208.214515,4437.19473,N,01056.63928,E,52.938,36.25,1106.064000,14.515000,20.746186,163208.30,85485
163208.40,4437.18585,N,01056.63048,E,48.221,35.61,590,163208.408426,4437.19711,N,01056.64173,E,53.148,36.40,193.911000,8.426000,21.142440,163208.50,91574
163208.60,4437.18804,N,01056.63269,E,48.562,36.04,591,163208.607752,4437.19950,N,01056.64418,E,53.347,36.23,199.326000,7.752000,21.519923,163208.70,92248
163208.90,4437.19133,N,01056.63605,E,48.977,36.13,592,163208.906385,4437.20309,N,01056.64790,E,53.601,36.49,298.633000,6.385000,22.086160,163209.00,93615
163209.10,4437.19353,N,01056.63829,E,49.170,36.11,593,163209.104413,4437.20789,N,01056.65289,E,53.823,36.59,198.028000,4.413000,26.975547,163209.40,295587
163209.30,4437.19575,N,01056.64056,E,49.499,36.14,594,163209.404297,4437.21029,N,01056.65540,E,53.956,36.85,299.884000,104.297000,27.316496,163209.60,195703
163209.50,4437.19798,N,01056.64284,E,49.801,36.22,595,163209.603397,4437.21149,N,01056.65666,E,53.861,36.95,199.100000,103.397000,25.382970,163209.70,96603
163209.70,4437.20023,N,01056.64514,E,50.012,36.24,596,163209.708459,4437.21268,N,01056.65793,E,53.954,36.99,105.062000,8.459000,23.394114,163209.80,91541
163209.90,4437.20248,N,01056.64745,E,50.309,36.27,597,163209.909400,4437.21626,N,01056.66173,E,53.958,37.21,200.941000,9.400000,25.899435,163210.10,190600
163210.10,4437.20474,N,01056.64978,E,50.492,36.35,598,163210.113390,4437.22100,N,01056.66683,E,53.668,37.50,203.990000,13.390000,30.570695,163210.50,386610
163210.30,4437.20701,N,01056.65213,E,50.783,36.20,599,163210.496491,4437.22687,N,01056.67321,E,53.426,37.90,383.101000,196.491000,37.352163,163211.00,503509
163210.50,4437.20930,N,01056.65449,E,51.193,36.25,600,163211.000220,4437.22920,N,01056.67576,E,53.252,38.04,503.729000,500.220000,37.435012,163211.20,199780
163210.70,4437.21161,N,01056.65684,E,51.349,36.14,601,163211.204380,4437.23613,N,01056.68343,E,52.656,38.23,204.160000,504.380000,46.145880,163211.80,595620
163210.90,4437.21393,N,01056.65920,E,51.704,35.93,602,163211.800409,4437.23842,N,01056.68597,E,52.509,38.24,596.029000,900.409000,46.100630,163212.00,199591
163211.10,4437.21625,N,01056.66157,E,51.899,35.87,603,163212.003433,4437.23956,N,01056.68724,E,52.495,38.50,203.024000,903.433000,43.889456,163212.10,96567
163211.30,4437.21858,N,01056.66394,E,51.876,35.89,604,163212.099397,4437.24298,N,01056.69102,E,52.168,38.13,95.964000,799.397000,45.952993,163212.40,300603
163211.60,4437.22211,N,01056.66750,E,52.099,35.75,605,163212.402433,4437.24751,N,01056.69597,E,51.664,37.88,303.036000,802.433000,47.851434,163212.80,397567
163211.80,4437.22446,N,01056.66988,E,52.184,35.73,606,163212.803353,4437.24864,N,01056.69719,E,51.414,37.63,400.920000,1003.353000,45.564355,163212.90,96647
163212.00,4437.22681,N,01056.67226,E,52.279,35.77,607,163212.899512,4437.24977,N,01056.69841,E,51.344,37.69,96.159000,899.512000,43.277368,163213.00,100488
163212.20,4437.22917,N,01056.67466,E,52.493,35.92,608,163213.002346,4437.25090,N,01056.69962,E,51.127,37.38,102.834000,802.346000,40.970605,163213.10,97654
163212.40,4437.23153,N,01056.67706,E,52.488,35.93,609,163213.101384,4437.25203,N,01056.70082,E,51.094,37.27,99.038000,701.384000,38.663389,163213.20,98616
163212.60,4437.23389,N,01056.67947,E,52.673,35.93,610,163213.205367,4437.25315,N,01056.70202,E,50.928,37.25,103.983000,605.367000,36.337520,163213.30,94633
163212.80,4437.23626,N,01056.68189,E,52.670,36.01,611,163213.296400,4437.25428,N,01056.70320,E,50.753,36.93,91.033000,496.400000,34.010077,163213.40,103600
163213.00,4437.23864,N,01056.68431,E,52.889,35.99,612,163213.402246,4437.25540,N,01056.70439,E,50.631,37.01,105.846000,402.246000,31.646967,163213.50,97754
163213.20,4437.24101,N,01056.68675,E,52.958,36.14,613,163213.500313,4437.25652,N,01056.70556,E,50.420,36.82,98.067000,300.313000,29.299910,163213.60,99687
163213.40,4437.24339,N,01056.68919,E,53.041,36.21,614,163213.600394,4437.26099,N,01056.71020,E,49.867,36.30,100.081000,200.394000,33.228667,163214.00,399606
163213.70,4437.24696,N,01056.69285,E,53.239,36.18,615,163213.997479,4437.26432,N,01056.71362,E,49.465,36.21,397.085000,297.479000,32.778226,163214.30,302521
163213.90,4437.24935,N,01056.69531,E,53.268,36.31,616,163214.308742,4437.26652,N,01056.71588,E,49.153,36.18,311.263000,408.742000,32.421054,163214.50,191258
163214.10,4437.25173,N,01056.69777,E,53.307,36.24,617,163214.502203,4437.26762,N,01056.71701,E,49.063,36.22,193.461000,402.203000,30.015941,163214.60,97797
163214.40,4437.25532,N,01056.70148,E,53.487,36.39,618,163214.602275,4437.26871,N,01056.71813,E,48.864,36.26,100.072000,202.275000,25.319363,163214.70,97725
163214.70,4437.25891,N,01056.70518,E,53.607,36.22,619,163214.707797,4437.26980,N,01056.71924,E,48.677,35.98,105.522000,7.797000,20.623751,163214.80,92203
163214.90,4437.26132,N,01056.70765,E,53.667,36.34,620,163214.905386,4437.27307,N,01056.72257,E,48.383,36.10,197.589000,5.386000,22.236992,163215.10,194614
163215.10,4437.26373,N,01056.71011,E,53.756,36.13,621,163215.104401,4437.27629,N,01056.72587,E,47.726,36.26,199.015000,4.401000,23.758449,163215.40,295599
163215.40,4437.26736,N,01056.71380,E,53.825,36.05,622,163215.411385,4437.28056,N,01056.73022,E,47.169,36.00,306.984000,11.385000,24.960444,163215.80,388615
163215.60,4437.26979,N,01056.71627,E,54.014,36.04,623,163215.800427,4437.28162,N,01056.73130,E,47.103,36.11,389.042000,200.427000,22.388895,163215.90,99573
163215.80,4437.27222,N,01056.71873,E,54.045,36.02,624,163215.902372,4437.28477,N,01056.73452,E,46.803,36.13,101.945000,102.372000,23.742096,163216.20,297628
163216.00,4437.27466,N,01056.72120,E,54.129,36.04,625,163216.202221,4437.28582,N,01056.73559,E,46.636,36.15,299.849000,202.221000,21.133903,163216.30,97779
163216.20,4437.27709,N,01056.72366,E,54.005,36.02,626,163216.301463,4437.28998,N,01056.73983,E,46.345,36.06,99.242000,101.463000,24.382406,163216.70,398537
163216.40,4437.27953,N,01056.72612,E,54.169,35.71,627,163216.700327,4437.29205,N,01056.74195,E,46.086,36.13,398.864000,300.327000,23.690057,163216.90,199673
163216.60,4437.28196,N,01056.72859,E,53.924,35.81,628,163216.897235,4437.29515,N,01056.74511,E,45.876,35.99,196.908000,297.235000,24.948278,163217.20,302765
163216.80,4437.28438,N,01056.73106,E,53.912,35.97,629,163217.205395,4437.29617,N,01056.74616,E,45.874,36.17,308.160000,405.395000,22.320595,163217.30,94605
163217.10,4437.28800,N,01056.73474,E,53.688,35.91,630,163217.301278,4437.29823,N,01056.74825,E,45.676,36.05,95.883000,201.278000,19.392776,163217.50,198722
163217.30,4437.29041,N,01056.73718,E,53.496,35.99,631,163217.499361,4437.29925,N,01056.74930,E,45.615,36.08,198.083000,199.361000,16.786614,163217.60,100639
163217.50,4437.29281,N,01056.73963,E,53.288,36.07,632,163217.601361,4437.30129,N,01056.75139,E,45.453,36.00,102.000000,101.361000,16.111837,163217.80,198639
163217.70,4437.29520,N,01056.74206,E,53.236,36.07,633,163217.802376,4437.30231,N,01056.75242,E,45.285,35.94,201.015000,102.376000,13.542938,163217.90,97624
163217.90,4437.29757,N,01056.74448,E,52.863,36.08,634,163217.905494,4437.30434,N,01056.75450,E,45.345,36.09,103.118000,5.494000,12.906236,163218.10,194506
163218.20,4437.30112,N,01056.74810,E,52.547,36.08,635,163218.211450,4437.30637,N,01056.75657,E,45.178,36.08,305.956000,11.450000,10.060164,163218.30,88550
163218.40,4437.30348,N,01056.75049,E,52.434,35.88,636,163218.409523,4437.30840,N,01056.75863,E,45.005,35.99,198.073000,9.523000,9.443534,163218.50,90477
163218.60,4437.30582,N,01056.75288,E,51.990,36.02,637,163218.609847,4437.31143,N,01056.76171,E,45.026,35.77,200.324000,9.847000,10.733238,163218.80,190153
163218.80,4437.30815,N,01056.75525,E,51.910,36.08,638,163218.809415,4437.31445,N,01056.76479,E,44.939,36.10,199.568000,9.415000,12.025656,163219.10,290585
163219.00,4437.31048,N,01056.75761,E,51.632,36.03,639,163219.101399,4437.31846,N,01056.76888,E,44.771,36.17,291.984000,101.399000,15.175480,163219.50,398601
163219.20,4437.31279,N,01056.75996,E,51.499,35.97,640,163219.501392,4437.32047,N,01056.77091,E,44.611,36.07,399.993000,301.392000,14.612025,163219.70,198608
163219.50,4437.31624,N,01056.76347,E,51.089,36.04,641,163219.700228,4437.32146,N,01056.77193,E,44.476,36.11,198.836000,200.228000,10.005614,163219.80,99772
163219.70,4437.31852,N,01056.76578,E,50.597,36.02,642,163219.801421,4437.32246,N,01056.77293,E,44.361,35.82,101.193000,101.421000,7.614347,163219.90,98579
163220.00,4437.32187,N,01056.76920,E,49.513,35.97,643,163220.010405,4437.32643,N,01056.77700,E,44.099,36.17,208.984000,10.405000,8.772933,163220.30,289595
163220.20,4437.32405,N,01056.77142,E,48.422,36.05,644,163220.299410,4437.32741,N,01056.77802,E,44.093,36.34,289.005000,99.410000,6.538101,163220.40,100590
163220.40,4437.32620,N,01056.77360,E,47.631,35.98,645,163220.408388,4437.32939,N,01056.78004,E,43.893,36.26,108.978000,8.388000,6.223514,163220.60,191612
163220.70,4437.32935,N,01056.77680,E,46.356,36.02,646,163220.706425,4437.33135,N,01056.78205,E,43.783,36.21,298.037000,6.425000,4.031319,163220.80,93575
163221.00,4437.33242,N,01056.77992,E,45.361,36.08,647,163221.014412,4437.33429,N,01056.78507,E,43.716,36.39,307.987000,14.412000,3.798521,163221.10,85588
163221.30,4437.33546,N,01056.78301,E,44.961,36.10,648,163221.305529,4437.33721,N,01056.78808,E,43.481,36.55,291.117000,5.529000,3.586394,163221.40,94471
163221.60,4437.33847,N,01056.78608,E,44.663,36.28,649,163221.611372,4437.34012,N,01056.79107,E,43.284,36.38,305.843000,11.372000,3.408969,163221.70,88628
163221.90,4437.34147,N,01056.78915,E,44.512,36.31,650,163221.904403,4437.34301,N,01056.79406,E,43.072,36.50,293.031000,4.403000,3.216154,163222.00,95597
163222.20,4437.34445,N,01056.79223,E,44.535,36.36,651,163222.213410,4437.34968,N,01056.80104,E,42.685,36.96,309.007000,13.410000,10.050957,163222.70,486590
163222.60,4437.34843,N,01056.79633,E,44.453,36.51,652,163222.699454,4437.35063,N,01056.80205,E,42.839,37.10,486.044000,99.454000,4.427923,163222.80,100546
163222.90,4437.35141,N,01056.79941,E,44.351,36.41,653,163222.909435,4437.35346,N,01056.80503,E,42.676,37.07,209.981000,9.435000,4.160957,163223.10,190565
163223.20,4437.35439,N,01056.80251,E,44.500,36.59,654,163223.210398,4437.35533,N,01056.80703,E,42.366,37.32,300.963000,10.398000,2.213059,163223.30,89602
163223.60,4437.35835,N,01056.80663,E,44.442,36.61,655,163223.611439,4437.36089,N,01056.81303,E,41.980,37.99,401.041000,11.439000,5.088513,163223.90,288561
