UTC_TX,Latitude_raw_TX,Latitude_dir_TX,Longitude_raw_TX,Longitude_dir_TX,speed_raw_TX,heading_raw_TX,seq_num_TX,UTC_RX,Latitude_raw_RX,Latitude_dir_RX,Longitude_raw_RX,Longitude_dir_RX,speed_raw_RX,heading_raw_RX,IPG,Latency,Distance_RXTX,UTC_RAW_GPS,diff
163023.00,4437.06470,N,01056.49727,E,34.938,217.93,308,163023.011631,4437.07162,N,01056.50723,E,35.157,216.89,498.311000,11.631000,13.172769,163023.20,188369
163023.40,4437.06165,N,01056.49385,E,35.358,219.31,309,163023.409683,4437.06928,N,01056.50475,E,35.147,216.98,398.052000,9.683000,14.518681,163023.50,90317
163023.70,4437.05937,N,01056.49123,E,35.181,219.33,310,163023.707655,4437.06618,N,01056.50142,E,35.122,217.59,297.972000,7.655000,12.990683,163023.90,192345
163024.00,4437.05710,N,01056.48856,E,35.510,219.98,311,163024.012623,4437.06463,N,01056.49974,E,35.200,218.13,304.968000,12.623000,14.357919,163024.10,87377
163024.40,4437.05411,N,01056.48494,E,35.541,220.90,312,163024.413259,4437.06079,N,01056.49546,E,35.328,219.09,400.636000,13.259000,12.781186,163024.60,186741
163024.70,4437.05188,N,01056.48220,E,35.746,221.46,313,163024.712214,4437.05775,N,01056.49192,E,35.742,220.20,298.955000,12.214000,11.267968,163025.00,287786
163025.00,4437.04967,N,01056.47942,E,35.692,222.18,314,163025.017280,4437.05699,N,01056.49103,E,35.603,220.00,305.066000,17.280000,14.011925,163025.10,82720
163025.40,4437.04675,N,01056.47564,E,35.865,222.70,315,163025.415311,4437.05320,N,01056.48646,E,36.241,221.34,398.031000,15.311000,12.392393,163025.60,184689
163025.70,4437.04459,N,01056.47278,E,35.747,223.45,316,163025.711196,4437.05169,N,01056.48457,E,36.445,221.75,295.885000,11.196000,13.631692,163025.80,88804
163026.00,4437.04245,N,01056.46988,E,35.717,224.27,317,163026.008249,4437.04867,N,01056.48073,E,36.942,222.37,297.053000,8.249000,11.984254,163026.20,191751
163026.30,4437.04032,N,01056.46696,E,35.824,224.43,318,163026.310299,4437.04715,N,01056.47877,E,37.160,222.64,302.050000,10.299000,13.150996,163026.40,89701
163026.60,4437.03820,N,01056.46401,E,35.788,224.93,319,163026.614328,4437.04260,N,01056.47275,E,37.557,223.58,304.029000,14.328000,8.571195,163027.00,385672
163026.90,4437.03608,N,01056.46104,E,35.800,224.64,320,163027.003228,4437.04184,N,01056.47174,E,37.591,223.62,388.900000,103.228000,11.153497,163027.10,96772
163027.20,4437.03397,N,01056.45807,E,35.869,224.93,321,163027.213226,4437.04034,N,01056.46971,E,37.545,223.91,209.998000,13.226000,12.317898,163027.30,86774
163027.50,4437.03185,N,01056.45510,E,35.908,224.87,322,163027.508245,4437.03368,N,01056.46056,E,37.124,224.65,295.019000,8.245000,3.771374,163028.20,691755
163027.80,4437.02973,N,01056.45214,E,35.957,224.80,323,163028.202386,4437.03294,N,01056.45954,E,37.164,224.58,694.141000,402.386000,6.355199,163028.30,97614
163028.10,4437.02761,N,01056.44919,E,35.884,224.68,324,163028.301394,4437.03148,N,01056.45750,E,37.015,224.80,99.008000,201.394000,7.598848,163028.50,198606
163028.40,4437.02548,N,01056.44624,E,35.796,224.45,325,163028.501453,4437.03003,N,01056.45546,E,36.916,224.80,200.059000,101.453000,8.880514,163028.70,198547
163028.80,4437.02268,N,01056.44233,E,35.586,224.70,326,163028.809664,4437.02859,N,01056.45343,E,36.773,225.04,308.211000,9.664000,11.454657,163028.90,90336
163029.20,4437.01988,N,01056.43845,E,35.404,224.44,327,163029.211228,4437.02569,N,01056.44938,E,36.685,224.86,401.564000,11.228000,11.262421,163029.30,88772
163029.60,4437.01708,N,01056.43459,E,35.346,224.44,328,163029.612282,4437.02210,N,01056.44434,E,36.433,224.94,401.054000,12.282000,9.758573,163029.80,187718
163029.90,4437.01497,N,01056.43172,E,35.258,224.04,329,163029.906244,4437.02067,N,01056.44233,E,36.383,224.96,293.962000,6.244000,11.039231,163030.00,93756
163030.20,4437.01285,N,01056.42884,E,35.323,224.05,330,163030.210276,4437.01711,N,01056.43734,E,36.074,224.77,304.032000,10.276000,8.302064,163030.50,289724
163030.50,4437.01073,N,01056.42596,E,35.414,223.97,331,163030.508241,4437.01641,N,01056.43635,E,35.881,225.00,297.965000,8.241000,10.984594,163030.60,91759
163030.80,4437.00861,N,01056.42308,E,35.468,224.08,332,163030.810358,4437.01360,N,01056.43241,E,35.702,224.91,302.117000,10.358000,9.667836,163031.00,189642
163031.10,4437.00647,N,01056.42019,E,35.685,224.00,333,163031.120237,4437.00937,N,01056.42654,E,35.619,224.68,309.879000,20.237000,5.706625,163031.60,479763
163031.40,4437.00434,N,01056.41728,E,35.743,224.14,334,163031.603254,4437.00586,N,01056.42170,E,35.214,224.44,483.017000,203.254000,3.117483,163032.10,496746
163031.70,4437.00219,N,01056.41440,E,35.754,223.90,335,163032.102432,4437.00306,N,01056.41785,E,35.375,224.40,499.178000,402.432000,1.919957,163032.50,397568
163032.00,4437.00005,N,01056.41152,E,35.675,223.77,336,163032.501212,4437.00236,N,01056.41689,E,35.206,224.22,398.780000,501.212000,4.578174,163032.60,98788
163032.30,4436.99789,N,01056.40864,E,35.718,223.56,337,163032.599229,4437.00025,N,01056.41400,E,35.180,224.09,98.017000,299.229000,4.663889,163032.90,300771
163032.60,4436.99574,N,01056.40576,E,35.863,223.73,338,163032.902432,4436.99606,N,01056.40825,E,35.031,224.32,303.203000,302.432000,0.957991,163033.50,597568
163032.90,4436.99359,N,01056.40289,E,35.578,223.61,339,163033.500299,4436.99468,N,01056.40634,E,34.927,224.72,597.867000,600.299000,2.273155,163033.70,199701
163033.20,4436.99144,N,01056.40001,E,35.690,223.76,340,163033.700344,4436.99399,N,01056.40539,E,34.813,224.67,200.045000,500.344000,4.997560,163033.80,99656
163033.50,4436.98927,N,01056.39713,E,35.574,223.37,341,163033.797753,4436.99330,N,01056.40443,E,34.816,224.64,97.409000,297.753000,7.787501,163033.90,102247
163033.80,4436.98711,N,01056.39426,E,35.671,223.35,342,163033.905415,4436.99261,N,01056.40349,E,34.644,224.61,107.662000,105.415000,10.567525,163034.00,94585
163034.10,4436.98495,N,01056.39140,E,35.786,223.36,343,163034.117257,4436.99124,N,01056.40160,E,34.614,224.42,211.842000,17.257000,12.057484,163034.20,82743
163034.40,4436.98278,N,01056.38853,E,35.764,223.26,344,163034.413284,4436.98920,N,01056.39876,E,34.308,224.85,296.027000,13.284000,12.292837,163034.50,86716
163034.70,4436.98061,N,01056.38565,E,35.910,223.38,345,163034.716280,4436.98384,N,01056.39127,E,33.913,224.89,302.996000,16.280000,6.222204,163035.30,583720
163035.00,4436.97846,N,01056.38278,E,35.590,223.65,346,163035.297481,4436.98318,N,01056.39034,E,33.658,225.17,581.201000,297.481000,9.040690,163035.40,102519
163035.30,4436.97632,N,01056.37991,E,35.521,223.66,347,163035.400363,4436.98251,N,01056.38942,E,33.740,224.78,102.882000,100.363000,11.826040,163035.50,99637
163035.60,4436.97418,N,01056.37703,E,35.468,223.93,348,163035.603433,4436.98120,N,01056.38757,E,33.473,224.98,203.070000,3.433000,13.393955,163035.70,96567
163035.90,4436.97207,N,01056.37416,E,35.190,224.07,349,163035.906309,4436.97859,N,01056.38387,E,33.270,225.39,302.876000,6.309000,12.434298,163036.10,193691
163036.20,4436.96996,N,01056.37129,E,35.180,224.31,350,163036.213289,4436.97730,N,01056.38204,E,33.154,225.45,306.980000,13.289000,13.985305,163036.30,86711
163036.60,4436.96717,N,01056.36745,E,35.157,224.52,351,163036.608280,4436.97346,N,01056.37656,E,32.693,225.61,394.991000,8.280000,11.977552,163036.90,291720
163037.00,4436.96441,N,01056.36360,E,35.112,224.95,352,163037.006394,4436.96966,N,01056.37111,E,32.648,225.63,398.114000,6.394000,9.990693,163037.50,493606
163037.40,4436.96167,N,01056.35974,E,34.859,225.23,353,163037.500241,4436.96776,N,01056.36837,E,32.778,225.78,493.847000,100.241000,11.583630,163037.80,299759
163037.80,4436.95895,N,01056.35588,E,34.994,225.51,354,163037.812244,4436.96583,N,01056.36562,E,33.062,225.58,312.003000,12.244000,13.085626,163038.10,287756
163038.20,4436.95624,N,01056.35200,E,34.885,225.83,355,163038.212064,4436.96393,N,01056.36287,E,32.886,225.70,399.820000,12.064000,14.625098,163038.40,187936
163038.60,4436.95353,N,01056.34811,E,34.997,225.94,356,163038.605639,4436.96138,N,01056.35919,E,32.894,225.80,393.575000,5.639000,14.928299,163038.80,194361
163039.00,4436.95083,N,01056.34419,E,35.051,226.14,357,163039.006646,4436.95822,N,01056.35461,E,32.717,225.91,401.007000,6.646000,14.052797,163039.30,293354
163039.40,4436.94813,N,01056.34026,E,35.017,226.00,358,163039.403354,4436.95632,N,01056.35185,E,32.890,226.14,396.708000,3.354000,15.576925,163039.60,196646
163039.80,4436.94542,N,01056.33630,E,35.260,226.14,359,163039.803295,4436.95439,N,01056.34906,E,33.266,226.18,399.941000,3.295000,17.064953,163039.90,96705
163040.20,4436.94273,N,01056.33234,E,35.241,226.18,360,163040.205378,4436.95116,N,01056.34436,E,33.672,226.07,402.083000,5.378000,16.039561,163040.40,194622
163040.60,4436.94004,N,01056.32840,E,35.003,226.20,361,163040.610313,4436.94788,N,01056.33961,E,33.930,226.02,404.935000,10.313000,14.919127,163040.90,289687
163041.00,4436.93735,N,01056.32449,E,35.289,226.19,362,163041.008411,4436.94591,N,01056.33677,E,33.923,226.03,398.098000,8.411000,16.292039,163041.20,191589
163041.40,4436.93465,N,01056.32061,E,34.874,225.79,363,163041.412288,4436.94264,N,01056.33203,E,33.793,225.79,403.877000,12.288000,15.204270,163041.70,287712
163041.80,4436.93195,N,01056.31676,E,34.706,225.46,364,163041.816348,4436.94134,N,01056.33015,E,33.755,225.86,404.060000,16.348000,17.866227,163041.90,83652
163042.20,4436.92926,N,01056.31294,E,34.391,225.28,365,163042.216482,4436.93810,N,01056.32549,E,33.407,225.71,400.134000,16.482000,16.815949,163042.40,183518
163042.60,4436.92658,N,01056.30915,E,34.205,225.34,366,163042.612380,4436.93424,N,01056.31993,E,33.165,225.48,395.898000,12.380000,14.564858,163043.00,387620
163043.00,4436.92394,N,01056.30537,E,33.931,225.69,367,163043.012244,4436.93169,N,01056.31627,E,32.743,225.74,399.864000,12.244000,14.735539,163043.40,387756
163043.40,4436.92132,N,01056.30161,E,33.690,225.73,368,163043.415352,4436.92979,N,01056.31354,E,32.572,225.64,403.108000,15.352000,16.105695,163043.70,284648
163043.80,4436.91872,N,01056.29787,E,33.441,225.48,369,163043.810667,4436.92790,N,01056.31081,E,32.502,225.75,395.315000,10.667000,17.456437,163044.00,189333
163044.20,4436.91617,N,01056.29419,E,32.954,225.85,370,163044.212279,4436.92539,N,01056.30721,E,32.245,225.89,401.612000,12.279000,17.534104,163044.40,187721
163044.60,4436.91367,N,01056.29058,E,32.212,225.68,371,163044.617274,4436.92168,N,01056.30183,E,31.633,226.05,404.995000,17.274000,15.228848,163045.00,382726
163045.00,4436.91121,N,01056.28704,E,31.677,225.40,372,163045.015344,4436.92107,N,01056.30094,E,31.673,226.20,398.070000,15.344000,18.749618,163045.10,84656
163045.40,4436.90877,N,01056.28354,E,31.190,225.56,373,163045.415341,4436.91862,N,01056.29739,E,31.692,225.90,399.997000,15.341000,18.728179,163045.50,84659
163045.80,4436.90635,N,01056.28009,E,30.966,225.54,374,163045.814307,4436.91620,N,01056.29386,E,31.403,225.91,398.966000,14.307000,18.722795,163045.90,85693
163046.20,4436.90395,N,01056.27667,E,30.798,225.44,375,163046.212271,4436.91319,N,01056.28951,E,31.056,225.84,397.964000,12.271000,17.558143,163046.40,187729
163046.60,4436.90158,N,01056.27329,E,30.336,225.82,376,163046.608323,4436.91139,N,01056.28692,E,30.795,225.70,396.052000,8.323000,18.641140,163046.70,91677
163047.10,4436.89863,N,01056.26914,E,30.078,225.00,377,163047.106389,4436.90725,N,01056.28093,E,30.420,225.61,498.066000,6.389000,16.367516,163047.40,293611
163047.50,4436.89629,N,01056.26587,E,29.600,224.81,378,163047.508258,4436.90608,N,01056.27925,E,30.124,225.45,401.869000,8.258000,18.588421,163047.60,91742
163047.90,4436.89396,N,01056.26265,E,29.547,224.30,379,163047.905307,4436.90141,N,01056.27258,E,29.772,225.78,397.049000,5.307000,14.129066,163048.40,494693
163048.40,4436.89106,N,01056.25871,E,28.960,223.95,380,163048.408689,4436.89508,N,01056.26375,E,28.673,224.76,503.382000,8.689000,7.604165,163049.50,1091311
163048.80,4436.88877,N,01056.25564,E,28.321,223.63,381,163049.499291,4436.89394,N,01056.26220,E,28.639,224.40,1090.602000,699.291000,9.784249,163049.70,200709
163049.20,4436.88650,N,01056.25265,E,27.841,223.29,382,163049.701336,4436.89282,N,01056.26066,E,28.203,224.48,202.045000,501.336000,11.960068,163049.90,198664
163049.60,4436.88426,N,01056.24974,E,27.282,222.50,383,163049.902293,4436.89171,N,01056.25915,E,27.770,224.01,200.957000,302.293000,14.096535,163050.10,197707
163050.00,4436.88206,N,01056.24693,E,26.588,222.22,384,163050.100463,4436.89004,N,01056.25692,E,27.431,223.64,198.170000,100.463000,15.093949,163050.40,299537
163050.40,4436.87985,N,01056.24425,E,26.029,220.20,385,163050.412299,4436.88949,N,01056.25618,E,27.443,223.44,311.836000,12.299000,18.225491,163050.50,87701
163050.90,4436.87707,N,01056.24114,E,25.325,217.68,386,163050.906339,4436.88563,N,01056.25117,E,26.804,222.21,494.040000,6.339000,16.150812,163051.20,293661
163051.30,4436.87481,N,01056.23887,E,24.856,214.89,387,163051.307324,4436.88177,N,01056.24645,E,25.958,219.92,400.985000,7.324000,13.100456,163051.90,592676
163051.70,4436.87252,N,01056.23680,E,24.372,212.21,388,163051.899401,4436.88121,N,01056.24581,E,26.149,219.55,592.077000,199.401000,16.333309,163052.00,100599
163052.10,4436.87023,N,01056.23488,E,23.999,210.31,389,163052.106358,4436.88009,N,01056.24455,E,25.858,218.59,206.957000,6.358000,18.505255,163052.20,93642
163052.50,4436.86794,N,01056.23311,E,23.480,208.27,390,163052.505304,4436.87671,N,01056.24099,E,25.084,215.74,398.946000,5.304000,16.426541,163052.80,294696
163052.90,4436.86567,N,01056.23145,E,22.840,207.04,391,163052.906359,4436.87501,N,01056.23933,E,24.785,214.49,401.055000,6.359000,17.472404,163053.10,193641
163053.30,4436.86343,N,01056.22991,E,22.185,205.98,392,163053.305351,4436.87217,N,01056.23676,E,24.074,211.91,398.992000,5.351000,16.329158,163053.60,294649
163054.10,4436.85916,N,01056.22711,E,20.372,204.68,394,163054.108735,4436.86829,N,01056.23356,E,22.650,209.35,803.384000,8.735000,17.032082,163054.30,191265
163054.50,4436.85720,N,01056.22584,E,19.206,205.01,395,163054.507277,4436.86568,N,01056.23153,E,21.019,208.39,398.542000,7.277000,15.809356,163054.80,292723
163054.90,4436.85536,N,01056.22465,E,17.960,204.89,396,163054.905289,4436.86417,N,01056.23040,E,20.339,207.75,398.012000,5.289000,16.419344,163055.10,194711
163055.30,4436.85367,N,01056.22348,E,16.776,206.53,397,163055.306423,4436.86178,N,01056.22867,E,18.958,206.93,401.134000,6.423000,15.111476,163055.60,293577
163055.80,4436.85172,N,01056.22200,E,15.797,209.84,398,163055.809283,4436.86042,N,01056.22771,E,18.168,206.53,502.860000,9.283000,16.215356,163055.90,90717
163056.20,4436.85029,N,01056.22071,E,15.022,213.86,399,163056.210355,4436.85828,N,01056.22620,E,16.936,206.55,401.072000,10.355000,14.900130,163056.40,189645
163056.60,4436.84902,N,01056.21940,E,13.672,217.36,400,163056.611285,4436.85464,N,01056.22363,E,15.715,207.49,400.930000,11.285000,10.493427,163057.30,688715
163057.00,4436.84790,N,01056.21805,E,13.125,222.41,401,163057.298431,4436.85352,N,01056.22278,E,15.176,208.69,687.146000,298.431000,10.512908,163057.60,301569
163057.40,4436.84694,N,01056.21667,E,12.257,227.17,402,163057.602363,4436.85317,N,01056.22250,E,14.808,209.50,303.932000,202.363000,11.679417,163057.70,97637
163057.80,4436.84612,N,01056.21524,E,11.515,232.46,403,163057.809365,4436.85249,N,01056.22194,E,14.122,210.75,207.002000,9.365000,11.977607,163057.90,90635
163058.20,4436.84542,N,01056.21381,E,11.093,237.01,404,163058.214280,4436.85134,N,01056.22087,E,11.710,213.91,404.915000,14.280000,11.176801,163058.30,85720
163058.60,4436.84482,N,01056.21233,E,10.863,241.69,405,163058.610683,4436.85007,N,01056.21960,E,7.922,216.16,396.403000,10.683000,9.974572,163058.90,289317
163059.00,4436.84432,N,01056.21080,E,10.716,246.66,406,163059.011606,4436.84976,N,01056.21927,E,6.965,216.25,400.923000,11.606000,10.401601,163059.10,88394
163059.50,4436.84379,N,01056.20876,E,11.297,251.17,407,163059.506341,4436.84917,N,01056.21861,E,4.765,218.31,494.735000,6.341000,10.405430,163059.60,93659
163100.00,4436.84331,N,01056.20655,E,12.165,253.88,408,163100.012281,4436.84874,N,01056.21812,E,2.663,219.84,505.940000,12.281000,10.653390,163100.20,187719
163100.50,4436.84277,N,01056.20416,E,13.149,251.39,409,163100.508321,4436.84818,N,01056.21746,E,3.588,220.60,496.040000,8.321000,10.801865,163101.10,591679
163101.00,4436.84207,N,01056.20171,E,13.720,246.66,410,163101.103419,4436.84781,N,01056.21700,E,4.890,222.43,595.098000,103.419000,11.598047,163101.50,396581
163101.40,4436.84137,N,01056.19976,E,14.055,241.76,411,163101.498388,4436.84770,N,01056.21685,E,5.298,222.82,394.969000,98.388000,12.817841,163101.60,101612
163101.90,4436.84030,N,01056.19739,E,14.563,235.65,412,163101.905321,4436.84719,N,01056.21614,E,7.286,225.52,406.933000,5.321000,13.969903,163102.00,94679
163102.30,4436.83929,N,01056.19557,E,14.952,230.64,413,163102.311315,4436.84566,N,01056.21336,E,10.127,237.25,405.994000,11.315000,12.971981,163103.00,688685
163102.70,4436.83813,N,01056.19384,E,15.221,225.32,414,163103.000460,4436.84551,N,01056.21303,E,9.901,237.66,689.145000,300.460000,14.855928,163103.10,99540
163103.00,4436.83717,N,01056.19263,E,15.479,221.00,415,163103.101166,4436.84538,N,01056.21269,E,10.018,239.97,100.706000,101.166000,16.378636,163103.20,98834
163103.40,4436.83580,N,01056.19114,E,15.585,216.05,416,163103.412330,4436.84498,N,01056.21167,E,9.914,242.90,311.164000,12.330000,18.109036,163103.50,87670
163103.80,4436.83431,N,01056.18986,E,15.786,209.69,417,163103.811739,4436.84447,N,01056.21012,E,11.486,246.06,399.409000,11.739000,19.799663,163103.90,88261
163104.20,4436.83271,N,01056.18879,E,15.969,203.37,418,163104.212683,4436.84366,N,01056.20735,E,13.821,247.57,400.944000,12.683000,21.054114,163104.50,287317
163104.50,4436.83144,N,01056.18815,E,16.216,198.29,419,163104.507396,4436.84351,N,01056.20683,E,14.150,247.99,294.713000,7.396000,23.070208,163104.60,92604
163104.80,4436.83012,N,01056.18766,E,16.379,193.53,420,163104.811289,4436.84286,N,01056.20468,E,15.410,247.46,303.893000,11.289000,24.164277,163105.00,188711
163105.10,4436.82875,N,01056.18731,E,16.736,189.19,421,163105.120364,4436.84192,N,01056.20183,E,16.501,243.77,309.075000,20.364000,24.798683,163105.50,379636
163105.40,4436.82735,N,01056.18712,E,16.868,184.54,422,163105.504464,4436.84149,N,01056.20069,E,16.452,242.11,384.100000,104.464000,26.523955,163105.70,195536
163105.70,4436.82594,N,01056.18709,E,17.111,179.56,423,163105.707294,4436.84126,N,01056.20013,E,16.433,240.69,202.830000,7.294000,28.664016,163105.80,92706
163106.00,4436.82451,N,01056.18722,E,17.287,175.04,424,163106.006336,4436.84028,N,01056.19799,E,16.277,235.63,299.042000,6.336000,29.406451,163106.20,193664
163106.30,4436.82309,N,01056.18753,E,17.211,170.30,425,163106.305253,4436.83972,N,01056.19695,E,16.621,232.40,298.917000,5.253000,30.950756,163106.40,94747
163106.60,4436.82169,N,01056.18800,E,17.277,165.67,426,163106.612302,4436.83881,N,01056.19544,E,17.011,228.63,307.049000,12.302000,31.807206,163106.70,87698
163106.90,4436.82033,N,01056.18863,E,17.221,160.83,427,163106.910288,4436.83780,N,01056.19399,E,17.314,224.33,297.986000,10.288000,32.416762,163107.00,89712
163107.20,4436.81900,N,01056.18942,E,17.293,156.19,428,163107.210302,4436.83596,N,01056.19186,E,17.095,216.84,300.014000,10.302000,31.439750,163107.50,289698
163107.50,4436.81773,N,01056.19035,E,17.313,151.79,429,163107.507407,4436.83557,N,01056.19147,E,17.096,215.42,297.105000,7.407000,33.063691,163107.60,92593
163107.90,4436.81615,N,01056.19184,E,17.122,144.15,430,163107.905359,4436.83397,N,01056.19010,E,16.838,209.65,397.952000,5.359000,33.029080,163108.00,94641
163108.30,4436.81467,N,01056.19353,E,17.166,139.36,431,163108.310739,4436.83188,N,01056.18876,E,16.388,201.83,405.380000,10.739000,31.926979,163108.50,189261
163108.60,4436.81365,N,01056.19495,E,17.308,134.37,432,163108.609676,4436.83101,N,01056.18834,E,16.626,198.64,298.937000,9.676000,32.234370,163108.70,90324
163108.90,4436.81271,N,01056.19646,E,17.328,130.21,433,163108.903706,4436.82877,N,01056.18758,E,16.900,190.60,294.030000,3.706000,29.883946,163109.20,296294
163109.40,4436.81132,N,01056.19924,E,17.532,122.93,434,163109.408696,4436.82688,N,01056.18728,E,17.205,184.30,504.990000,8.696000,29.062245,163109.60,191304
163109.80,4436.81043,N,01056.20160,E,17.271,116.25,435,163109.811349,4436.82543,N,01056.18725,E,17.390,179.21,402.653000,11.349000,28.135056,163109.90,88651
163110.10,4436.80988,N,01056.20345,E,17.111,111.67,436,163110.102293,4436.82397,N,01056.18741,E,17.561,174.07,290.944000,2.293000,26.558516,163110.20,97707
163110.40,4436.80944,N,01056.20534,E,17.040,107.17,437,163110.409453,4436.82207,N,01056.18791,E,17.590,167.13,307.160000,9.453000,23.992078,163110.60,190547
163110.70,4436.80912,N,01056.20728,E,17.023,102.12,438,163110.705291,4436.82116,N,01056.18827,E,17.115,163.87,295.838000,5.291000,23.041029,163110.80,94709
163111.00,4436.80892,N,01056.20925,E,16.948,97.64,439,163111.010296,4436.81897,N,01056.18947,E,16.848,155.68,305.005000,10.296000,19.561158,163111.30,289704
163111.30,4436.80883,N,01056.21125,E,17.213,92.35,440,163111.307303,4436.81854,N,01056.18976,E,16.849,154.28,297.007000,7.303000,19.131427,163111.40,92697
163111.60,4436.80886,N,01056.21327,E,17.368,87.47,441,163111.608310,4436.81734,N,01056.19070,E,16.444,149.05,301.007000,8.310000,17.132296,163111.70,91690
163112.00,4436.80908,N,01056.21597,E,17.432,81.48,442,163112.008327,4436.81585,N,01056.19215,E,16.231,143.22,400.017000,8.327000,14.465449,163112.10,91673
163112.40,4436.80951,N,01056.21866,E,17.723,75.73,443,163112.411342,4436.81448,N,01056.19376,E,15.947,138.14,403.015000,11.342000,11.894441,163112.50,88658
163112.80,4436.81016,N,01056.22130,E,17.934,69.29,444,163112.809304,4436.81323,N,01056.19556,E,16.199,132.52,397.962000,9.304000,9.638359,163112.90,90696
163113.20,4436.81101,N,01056.22382,E,17.991,63.16,445,163113.212415,4436.81210,N,01056.19751,E,16.139,127.55,403.111000,12.415000,8.204807,163113.30,87585
163113.50,4436.81177,N,01056.22563,E,17.926,58.10,446,163113.506374,4436.81109,N,01056.19966,E,16.467,121.49,293.959000,6.374000,7.950004,163113.70,193626
163113.80,4436.81265,N,01056.22735,E,18.103,53.25,447,163113.809721,4436.81066,N,01056.20079,E,16.579,118.16,303.347000,9.721000,8.834413,163113.90,90279
163114.10,4436.81363,N,01056.22896,E,18.096,48.66,448,163114.102684,4436.80991,N,01056.20317,E,16.772,112.25,292.963000,2.684000,10.406326,163114.30,197316
163114.40,4436.81471,N,01056.23045,E,18.092,43.70,449,163114.406324,4436.80961,N,01056.20440,E,16.719,109.31,303.640000,6.324000,12.301488,163114.50,93676
163114.70,4436.81588,N,01056.23183,E,18.210,38.53,450,163114.704299,4436.80924,N,01056.20628,E,16.591,104.60,297.975000,4.299000,14.528059,163114.80,95701
163115.00,4436.81713,N,01056.23305,E,18.152,33.60,451,163115.007258,4436.80899,N,01056.20818,E,16.512,99.32,302.959000,7.258000,16.854547,163115.10,92742
163115.40,4436.81891,N,01056.23444,E,18.232,26.77,452,163115.407341,4436.80884,N,01056.21070,E,16.168,93.11,400.083000,7.341000,19.994127,163115.50,92659
163115.70,4436.82032,N,01056.23529,E,18.412,21.83,453,163115.701302,4436.80883,N,01056.21256,E,15.821,89.09,293.961000,1.302000,22.374676,163115.80,98698
163116.00,4436.82178,N,01056.23596,E,18.428,16.92,454,163116.005319,4436.80922,N,01056.21690,E,16.222,79.37,304.017000,5.319000,23.979104,163116.50,494681
163116.40,4436.82380,N,01056.23659,E,18.595,10.67,455,163116.501262,4436.80995,N,01056.22050,E,16.008,70.78,495.943000,101.262000,26.124145,163117.10,598738
163116.70,4436.82535,N,01056.23684,E,18.676,5.74,456,163117.101391,4436.81027,N,01056.22165,E,15.963,68.27,600.129000,401.391000,28.321601,163117.30,198609
163117.00,4436.82692,N,01056.23690,E,18.710,0.90,457,163117.303246,4436.81152,N,01056.22505,E,16.469,59.56,201.855000,303.246000,28.763893,163117.90,596754
163117.40,4436.82900,N,01056.23668,E,18.828,353.76,458,163117.899390,4436.81177,N,01056.22560,E,16.621,58.11,596.144000,499.390000,32.106609,163118.00,100610
163117.80,4436.83109,N,01056.23616,E,19.043,348.00,459,163117.999429,4436.81230,N,01056.22666,E,16.543,55.10,100.039000,199.429000,34.940724,163118.20,200571
163118.20,4436.83313,N,01056.23538,E,19.026,343.68,460,163118.211302,4436.81286,N,01056.22768,E,16.539,51.93,211.873000,11.302000,37.637375,163118.40,188698
163118.70,4436.83565,N,01056.23419,E,19.113,340.66,461,163118.717648,4436.81406,N,01056.22957,E,16.357,46.32,506.346000,17.648000,40.036000,163118.80,82352
163119.20,4436.83818,N,01056.23298,E,19.200,341.34,462,163119.213330,4436.81576,N,01056.23168,E,16.371,38.37,495.682000,13.330000,41.551695,163119.30,86670
163119.70,4436.84075,N,01056.23192,E,19.281,344.86,463,163119.706333,4436.81807,N,01056.23376,E,16.542,28.90,493.003000,6.333000,42.035361,163119.90,193667
163120.20,4436.84340,N,01056.23112,E,19.419,349.27,464,163120.212315,4436.81971,N,01056.23483,E,16.212,22.90,505.982000,12.315000,43.917781,163120.30,87685
163120.60,4436.84556,N,01056.23069,E,19.584,353.13,465,163120.610320,4436.82140,N,01056.23563,E,15.883,16.54,398.005000,10.320000,44.799378,163120.70,89680
163121.00,4436.84776,N,01056.23046,E,19.916,356.53,466,163121.013268,4436.82311,N,01056.23619,E,15.629,11.03,402.948000,13.268000,45.715398,163121.10,86732
163121.50,4436.85054,N,01056.23049,E,20.010,1.38,467,163121.508418,4436.82564,N,01056.23656,E,14.917,3.53,495.150000,8.418000,46.182348,163121.70,191582
163121.90,4436.85279,N,01056.23073,E,20.286,4.74,468,163121.913435,4436.82727,N,01056.23653,E,14.397,357.26,405.017000,13.435000,47.327384,163122.10,186565
163122.30,4436.85503,N,01056.23116,E,20.192,8.39,469,163122.309323,4436.82845,N,01056.23636,E,14.097,352.96,395.888000,9.323000,49.284418,163122.40,90677
163122.70,4436.85726,N,01056.23178,E,20.537,12.40,470,163122.716294,4436.83108,N,01056.23561,E,14.003,345.67,406.971000,16.294000,48.531860,163123.10,383706
163123.10,4436.85947,N,01056.23260,E,20.431,15.72,471,163123.113310,4436.83182,N,01056.23531,E,13.859,343.32,397.016000,13.310000,51.248874,163123.30,186690
163123.50,4436.86168,N,01056.23358,E,20.925,18.57,472,163123.510745,4436.83295,N,01056.23482,E,14.107,342.06,397.435000,10.745000,53.245156,163123.60,89255
