UTC,Latitude_raw,Latitude_dir,Longitude_raw,Longitude_dir,speed_raw,heading_raw,seq_num,trig_S,trig_H,trig_D,trig_TO
162813.800000,4437.656880,N,1056.877420,E,15.474000,201.420000,38,0,1,0,0
162814.100000,4437.655680,N,1056.876650,E,15.942000,205.840000,39,0,1,0,0
162814.400000,4437.654510,N,1056.875740,E,15.903000,210.300000,40,0,1,0,0
162814.700000,4437.653400,N,1056.874700,E,15.755000,214.870000,41,0,1,0,0
162815.100000,4437.651960,N,1056.873140,E,16.477000,219.960000,42,0,1,0,0
162815.500000,4437.650570,N,1056.871350,E,17.213000,224.350000,43,0,1,0,0
162816.300000,4437.647910,N,1056.867380,E,17.331000,228.530000,44,0,1,1,0
162817.100000,4437.645440,N,1056.863270,E,16.907000,230.460000,45,0,0,1,0
162817.500000,4437.644290,N,1056.861350,E,15.712000,229.960000,46,1,0,0,0
162818.000000,4437.642950,N,1056.859160,E,14.306000,229.090000,47,1,0,0,0
162818.300000,4437.642200,N,1056.857980,E,13.297000,228.780000,48,1,0,0,0
162818.600000,4437.641520,N,1056.856910,E,11.900000,228.490000,49,1,0,0,0
162819.000000,4437.640720,N,1056.855650,E,10.291000,228.440000,50,1,0,0,0
162819.400000,4437.640040,N,1056.854610,E,8.493000,227.820000,51,1,0,0,0
162819.800000,4437.639490,N,1056.853770,E,6.739000,228.070000,52,1,0,0,0
162820.200000,4437.639060,N,1056.853140,E,5.024000,227.670000,53,1,0,0,0
162820.600000,4437.638760,N,1056.852680,E,3.481000,227.920000,54,1,0,0,0
162821.000000,4437.638570,N,1056.852390,E,2.009000,228.310000,55,1,0,0,0
162821.400000,4437.638460,N,1056.852250,E,0.754000,224.720000,56,1,0,0,0
162821.600000,4437.638440,N,1056.852220,E,0.465000,229.300000,57,0,1,0,0
162821.900000,4437.638410,N,1056.852200,E,0.088000,0.000000,58,0,1,0,0
162822.900000,4437.638350,N,1056.852190,E,0.069000,0.000000,59,0,0,0,1
162823.900000,4437.638260,N,1056.852180,E,0.059000,0.000000,60,0,0,0,1
162824.900000,4437.638170,N,1056.852200,E,0.040000,0.000000,61,0,0,0,1
162825.900000,4437.638080,N,1056.852210,E,0.014000,0.000000,62,0,0,0,1
162826.900000,4437.637980,N,1056.852220,E,0.019000,0.000000,63,0,0,0,1
162828.000000,4437.637870,N,1056.852220,E,0.013000,0.000000,64,0,0,0,1
